timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-15T16:03:34.363712,250,30,0,125,100,0,0,0,0,100,50,100,0,0,
2025-12-15T16:03:35.561210,270,35,0,124,0,50,88.2,0,0,100,50,100,0,0,
2025-12-15T16:03:36.109663,280,29,0,27,0,50,87.7,0,0,43,50,100,0,0,
2025-12-15T16:03:36.659685,290,29,0,113,0,50,59.7,0,0,43,50,100,0,0,
2025-12-15T16:03:37.205990,300,31,7,132,0,50,48.1,0,0,46,50,100,0,0,Focus on proper chest compressions
2025-12-15T16:03:37.745372,310,43,12,135,80,50,65.7,0,0,82,50,100,0,0,
2025-12-15T16:03:38.314333,320,30,0,126,0,50,37.0,0,0,49,50,100,1,0,
2025-12-15T16:03:38.903866,330,30,4,130,0,50,34.5,0,0,40,50,100,2,0,
2025-12-15T16:03:39.483580,340,30,0,14,0,50,104.7,0,23,46,50,100,2,0,
2025-12-15T16:03:40.084979,350,40,60,177,0,50,85.3,0,20,61,50,100,2,0,
2025-12-15T16:03:40.658828,360,27,0,113,0,50,37.1,3.6656004914236178,37,40,37,70,4,0,
2025-12-15T16:03:41.249398,370,27,0,115,0,50,41.1,2.0952137584079438,34,43,36,70,4,0,
2025-12-15T16:03:41.849561,380,26,0,5,0,50,91.7,0.7487092692278097,31,40,34,69,4,0,
2025-12-15T16:03:42.393174,390,25,0,125,0,50,37.9,3.3749572421115204,37,40,27,54,5,0,
2025-12-15T16:03:42.942054,400,28,23,143,0,50,36.9,2.217305008107502,34,40,27,54,5,0,Focus on proper chest compressions
2025-12-15T16:03:43.514866,410,27,5,131,0,50,39.4,1.3931818894812267,33,55,27,54,5,0,
2025-12-15T16:03:44.065040,420,44,100,169,0,50,99.0,1.7526204727267611,34,82,25,51,5,0,
2025-12-15T16:03:44.613156,430,39,100,172,0,50,98.0,1.874430720341934,34,40,21,50,5,0,
2025-12-15T16:03:45.192156,440,40,100,169,0,50,176.1,5.18363876567917,40,40,19,50,6,0,
2025-12-15T16:03:45.778427,450,31,29,147,0,50,43.5,9.65560582419527,49,40,20,50,7,0,
2025-12-15T16:03:46.326273,460,27,0,89,0,50,360.5,9.642147389278264,49,43,20,50,7,0,
2025-12-15T16:03:46.876214,470,29,0,104,0,50,39.1,9.685566307487822,49,70,22,50,7,0,
2025-12-15T16:03:47.413856,480,44,100,164,0,50,207.5,9.854328955937344,50,67,19,50,7,0,
2025-12-15T16:03:47.947953,490,26,0,95,0,50,52.7,9.98826878522081,50,40,18,50,7,0,
2025-12-15T16:03:48.509700,500,37,61,177,0,50,212.0,10.090302190406877,50,58,16,50,7,0,Focus on proper chest compressions
2025-12-15T16:03:49.065948,510,42,100,165,0,50,90.5,10.160924808498002,50,40,14,50,7,0,
