timestamp,frame_number,overall_score,arm_score,arm_angle,hand_position_score,depth_score,depth_cm,rate_score,rate_cpm,recoil_score,compression_ratio,ratio_score,compression_count,fatigue_level,feedback_given
2025-12-10T08:16:45.182586,330,22,0,35,21,0,0,0,0,100,50,100,0,0,
2025-12-10T08:16:45.816734,340,35,0,54,0,50,36.1,0,0,100,50,100,0,0,
2025-12-10T08:16:46.397079,350,29,0,45,0,50,260.9,0,0,40,50,100,0,0,
2025-12-10T08:16:46.926210,360,29,0,42,0,50,198.8,0,0,40,50,100,0,0,
2025-12-10T08:16:47.496667,370,29,0,42,0,50,31.4,0,0,43,50,100,0,0,
2025-12-10T08:16:48.102192,380,30,0,58,0,50,87.3,0,0,49,50,100,0,0,
2025-12-10T08:16:48.674661,390,29,0,48,0,50,72.4,0,0,40,50,100,1,0,
2025-12-10T08:16:49.209432,400,37,52,153,0,50,73.9,0,0,43,50,100,1,0,
2025-12-10T08:16:49.746385,410,36,50,152,0,50,375.4,0,0,40,50,100,1,0,
2025-12-10T08:16:50.328501,420,30,6,131,0,50,71.7,0,12,40,50,100,1,0,
2025-12-10T08:16:50.891713,430,30,0,94,0,50,70.8,0,11,55,50,100,1,0,
2025-12-10T08:16:51.471302,440,32,0,87,0,50,316.4,0,10,67,50,100,1,0,
2025-12-10T08:16:52.019162,450,31,0,100,15,50,68.5,0,9,49,50,100,1,0,
2025-12-10T08:16:52.567599,460,30,0,105,0,50,427.6,0,16,55,50,100,2,0,
2025-12-10T08:16:53.112329,470,29,0,121,0,50,667.5,0,15,40,50,100,2,0,
2025-12-10T08:16:53.650319,480,29,0,54,0,50,549.3,0,14,40,50,100,2,0,
2025-12-10T08:16:54.183198,490,48,63,159,100,50,85.5,0,14,40,50,100,2,0,
2025-12-10T08:16:54.721580,500,30,0,126,6,50,118.3,0,15,40,50,100,2,0,نحّيه يديك وركضهم باش تضغطوا على القص، ما تقفو فوق الصدر مش لازم بس ضغط بالقوة — رفع اليدين للخلف لو الضاغطة فقط ولا حاجة بيدها في صدرك بعد الض.
2025-12-10T08:16:55.260168,510,30,0,18,0,50,654.2,0,14,49,50,100,2,0,
